Party,Won,Total,Parliamentary Constituency,Candidate Name,candidateParty,Status,Votes,Margin
Bharatiya Janata Party - BJP,240,240,Nagpur(10),VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,lost,562,( -654465)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party,lost,471,( -654556)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SHRIDHAR NARAYAN SALVE,Bhim Sena,lost,451,( -654576)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SUNIL WANKHEDE,Rashtra Samarpan Party,lost,322,( -654705)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),DIPAK LAXMANRAO MASKE,Bahujan Maha Party,lost,270,( -654757)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST),lost,251,( -654776)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SANTOSH TULSHIRAM CHAVHAN,Independent,lost,242,( -654785)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SUSHIL PATIL,Independent,lost,237,( -654790)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SACHIN RAMKRUSHNARAO WAGHADE,Independent,lost,202,( -654825)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),PRAFUL MANIKCHAND BHANGE,Independent,lost,201,( -654826)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),VINAYAK BHAURAO AWCHAT,Independent,lost,190,( -654837)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),BABITA RAJU AWASTHI,Independent,lost,182,( -654845)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),SAHIL BALCHAND TURKAR,Independent,lost,129,( -654898)
Bharatiya Janata Party - BJP,240,240,Nagpur(10),NOTA,None of the Above,,5474,( -649553)
Bharatiya Janata Party - BJP,240,240,Palghar(22),DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,won,601244,(+ 183306)
Bharatiya Janata Party - BJP,240,240,Palghar(22),BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),lost,417938,( -183306)
Bharatiya Janata Party - BJP,240,240,Palghar(22),RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,lost,254517,( -346727)
Bharatiya Janata Party - BJP,240,240,Palghar(22),BHARAT SAMJI VANGA,Bahujan Samaj Party,lost,15465,( -585779)
Bharatiya Janata Party - BJP,240,240,Palghar(22),MEENA KISHOR BHAD,Independent,lost,14235,( -587009)
Bharatiya Janata Party - BJP,240,240,Palghar(22),VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,lost,10936,( -590308)
Bharatiya Janata Party - BJP,240,240,Palghar(22),MOHAN BARAKU GUHE,Bharat Adivasi Party,lost,10761,( -590483)
Bharatiya Janata Party - BJP,240,240,Palghar(22),DINKAR DATTATRAYA WADHAN,Independent,lost,10687,( -590557)
Bharatiya Janata Party - BJP,240,240,Palghar(22),AMAR KISAN KAVALE,Independent,lost,9821,( -591423)
Bharatiya Janata Party - BJP,240,240,Palghar(22),COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),lost,7085,( -594159)
Bharatiya Janata Party - BJP,240,240,Palghar(22),NOTA,None of the Above,,23385,( -577859)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),PIYUSH GOYAL,Bharatiya Janata Party,won,680146,(+ 357608)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),BHUSHAN PATIL,Indian National Congress,lost,322538,( -357608)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi,lost,6052,( -674094)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),RAIS DOCTOR,Bahujan Samaj Party,lost,2923,( -677223)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),PANDEY DHARMENDRA RAMMURAT,Independent,lost,1481,( -678665)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),DIPTI ASHOK WALAWALKAR,Independent,lost,1472,( -678674)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),lost,1195,( -678951)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),MUNNALAL GAJRAJ PRAJAPATI,Independent,lost,971,( -679175)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),LAXMAN YELLPPA KURADE,Independent,lost,686,( -679460)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),ADVOCATE KAPIL K. SONI,Independent,lost,633,( -679513)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,lost,625,( -679521)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,lost,622,( -679524)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),BIPIN BACHUBHAI SHAH,Hindu Samaj Party,lost,508,( -679638)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),GURUDAS RAMDAS KHAIRNAR,Independent,lost,486,( -679660)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),RAVI BABU GAVLI,Samata Party,lost,450,( -679696)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,lost,405,( -679741)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,lost,396,( -679750)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),SAYED ZULFIQAR ALAM,Bahujan Maha Party,lost,348,( -679798)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),SANJAY MAFATLAL MORAKHIA,Independent,lost,210,( -679936)
Bharatiya Janata Party - BJP,240,240,Mumbai North(26),NOTA,None of the Above,,13346,( -666800)
Bharatiya Janata Party - BJP,240,240,Pune(34),MURLIDHAR MOHOL,Bharatiya Janata Party,won,584728,(+ 123038)
Bharatiya Janata Party - BJP,240,240,Pune(34),DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,lost,461690,( -123038)
Bharatiya Janata Party - BJP,240,240,Pune(34),VASANT (TATYA) MORE,Vanchit Bahujan  Aaghadi,lost,32012,( -552716)
Bharatiya Janata Party - BJP,240,240,Pune(34),RANPISE PRASHANT DADARAM,Bahujan Samaj Party,lost,3974,( -580754)
Bharatiya Janata Party - BJP,240,240,Pune(34),CHORMALE SANDIP SOPAN,Independent,lost,1645,( -583083)
Bharatiya Janata Party - BJP,240,240,Pune(34),GORAKH NARAYAN GHODKE,Independent,lost,1451,( -583277)
Bharatiya Janata Party - BJP,240,240,Pune(34),KIRAN LAXMAN RAYKAR,Independent,lost,1052,( -583676)
Bharatiya Janata Party - BJP,240,240,Pune(34),ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,lost,860,( -583868)
Bharatiya Janata Party - BJP,240,240,Pune(34),SACHIN DATTATRAY DHANKUDE,Independent,lost,789,( -583939)
Bharatiya Janata Party - BJP,240,240,Pune(34),YUVRAJ CHANDRAKANT  LIMBOLE,Right to Recall Party,lost,698,( -584030)
Bharatiya Janata Party - BJP,240,240,Pune(34),DR. DEVYANI PANDIT,Independent,lost,650,( -584078)
Bharatiya Janata Party - BJP,240,240,Pune(34),NARENDRA DNYANESHWAR PAWTEKAR,Independent,lost,534,( -584194)
Bharatiya Janata Party - BJP,240,240,Pune(34),SAGAR SAMBHAJI PORE,Independent,lost,515,( -584213)
Bharatiya Janata Party - BJP,240,240,Pune(34),SURESH DNYANOBA PATIL,Sainik Samaj Party,lost,437,( -584291)
Bharatiya Janata Party - BJP,240,240,Pune(34),AMBORE MANJUNATH MARUTI,Independent,lost,433,( -584295)
Bharatiya Janata Party - BJP,240,240,Pune(34),ASHWINI PRATIBHA KHAIRNAR,Independent,lost,415,( -584313)
Bharatiya Janata Party - BJP,240,240,Pune(34),VIJAY VINAYAK JAGTAP,Independent,lost,382,( -584346)
Bharatiya Janata Party - BJP,240,240,Pune(34),HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,lost,375,( -584353)
Bharatiya Janata Party - BJP,240,240,Pune(34),MANOJ LAXMAN VETAL,Bhim Sena,lost,352,( -584376)
Bharatiya Janata Party - BJP,240,240,Pune(34),NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,lost,351,( -584377)
Bharatiya Janata Party - BJP,240,240,Pune(34),KAMBLE MILIND,Bahujan Samaj Party  (Ambedkar),lost,347,( -584381)
Bharatiya Janata Party - BJP,240,240,Pune(34),CHANDRAKANT PARMESHWAR SAWANT,Independent,lost,314,( -584414)
Bharatiya Janata Party - BJP,240,240,Pune(34),SHABBIR SAJJANBHAI TAMBOLI,Independent,lost,313,( -584415)
Bharatiya Janata Party - BJP,240,240,Pune(34),SANJAY LAXMAN KENDALE,Independent,lost,311,( -584417)
Bharatiya Janata Party - BJP,240,240,Pune(34),JOHNSON VASANT KOLHAPURE,Independent,lost,305,( -584423)
Bharatiya Janata Party - BJP,240,240,Pune(34),ADV. YOGESH MAKANE,Independent,lost,299,( -584429)
Bharatiya Janata Party - BJP,240,240,Pune(34),SUBROTO ROY,Ekam Sanatan Bharat Dal,lost,294,( -584434)
Bharatiya Janata Party - BJP,240,240,Pune(34),DR. BALASAHEB ARJUN POL,Independent,lost,259,( -584469)
Bharatiya Janata Party - BJP,240,240,Pune(34),VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,lost,240,( -584488)
Bharatiya Janata Party - BJP,240,240,Pune(34),MAHESH DASHRATH MHASKE,Independent,lost,231,( -584497)
Bharatiya Janata Party - BJP,240,240,Pune(34),YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,lost,223,( -584505)
Bharatiya Janata Party - BJP,240,240,Pune(34),VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,lost,185,( -584543)
Bharatiya Janata Party - BJP,240,240,Pune(34),BABA SALIM SAYYED,Independent,lost,164,( -584564)
Bharatiya Janata Party - BJP,240,240,Pune(34),BAGBAN SALEEM ABDUL RAZZAQUE,Independent,lost,146,( -584582)
Bharatiya Janata Party - BJP,240,240,Pune(34),ZNYOSHO VIJAYPRAKASH,Independent,lost,138,( -584590)
Bharatiya Janata Party - BJP,240,240,Pune(34),NOTA,None of the Above,,7460,( -577268)
Bharatiya Janata Party - BJP,240,240,Satara(45),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,won,571134,(+ 32771)
Bharatiya Janata Party - BJP,240,240,Satara(45),SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,lost,538363,( -32771)
Bharatiya Janata Party - BJP,240,240,Satara(45),GADE SANJAY KONDIBA,Independent,lost,37062,( -534072)
Bharatiya Janata Party - BJP,240,240,Satara(45),KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,lost,11912,( -559222)
Bharatiya Janata Party - BJP,240,240,Satara(45),ANAND RAMESH THORWADE,Bahujan Samaj Party,lost,6485,( -564649)
Bharatiya Janata Party - BJP,240,240,Satara(45),KORDE SURESHRAO DINKAR,Independent,lost,4712,( -566422)
Bharatiya Janata Party - BJP,240,240,Satara(45),MARUTI DHONDIRAM JANKAR,Independent,lost,3951,( -567183)
Bharatiya Janata Party - BJP,240,240,Satara(45),SEEMA SUNIL POTDAR,Independent,lost,3458,( -567676)
Bharatiya Janata Party - BJP,240,240,Satara(45),VISHWAJIT PATIL UNDALKAR,Independent,lost,3438,( -567696)
Bharatiya Janata Party - BJP,240,240,Satara(45),NIVRUTTI KERU SHINDE,Independent,lost,2674,( -568460)
Bharatiya Janata Party - BJP,240,240,Satara(45),SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,lost,2501,( -568633)
Bharatiya Janata Party - BJP,240,240,Satara(45),SACHIN SUBHASH MAHAJAN,Independent,lost,2015,( -569119)
Bharatiya Janata Party - BJP,240,240,Satara(45),DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,lost,1395,( -569739)
Bharatiya Janata Party - BJP,240,240,Satara(45),TUSHAR VIJAY MOTLING,Bahujan Mukti Party,lost,1301,( -569833)
Bharatiya Janata Party - BJP,240,240,Satara(45),PRATIBHA SHELAR,Independent,lost,1123,( -570011)
Bharatiya Janata Party - BJP,240,240,Satara(45),BAGAL SADASHIV SAHEBRAO,Independent,lost,958,( -570176)
Bharatiya Janata Party - BJP,240,240,Satara(45),NOTA,None of the Above,,5522,( -565612)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),NARAYAN TATU RANE,Bharatiya Janata Party,won,448514,(+ 47858)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),lost,400656,( -47858)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),VINAYAK LAVU RAUT,Independent,lost,15826,( -432688)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,lost,10039,( -438475)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),AAYARE RAJENDRA LAHU,Bahujan Samaj Party,lost,7856,( -440658)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),SHAKIL SAWANT,Independent,lost,6395,( -442119)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,lost,5582,( -442932)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),ASHOK GANGARAM PAWAR,Bahujan Mukti Party,lost,5280,( -443234)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),SURESH GOVINDRAO SHINDE,Sainik Samaj Party,lost,2247,( -446267)
Bharatiya Janata Party - BJP,240,240,Ratnagiri- Sindhudurg(46),NOTA,None of the Above,,11643,( -436871)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),PRADEEP PUROHIT,Bharatiya Janata Party,won,716359,(+ 251667)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),PARINITA MISHRA,Biju Janata Dal,lost,464692,( -251667)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),SANJAY BHOI,Indian National Congress,lost,93551,( -622808)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),JAYARAM BAGH,Bahujan Samaj Party,lost,9322,( -707037)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),GNYANENDRA BEHERA,Independent,lost,4563,( -711796)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),DEVIKA SIKA,National Apni Party,lost,4538,( -711821)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),PRABHAT KUMAR DHARUA,Independent,lost,4298,( -712061)
Bharatiya Janata Party - BJP,240,240,Bargarh(1),NOTA,None of the Above,,12541,( -703818)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),JUAL ORAM,Bharatiya Janata Party,won,494282,(+ 138808)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),DILIP KUMAR TIRKEY,Biju Janata Dal,lost,355474,( -138808)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),JANARDAN DEHURY,Indian National Congress,lost,261986,( -232296)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),lost,9141,( -485141)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),JAGABANDHU ORAM,Independent,lost,6027,( -488255)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),SUMANTA KUMAR SORENG,National Apni Party,lost,4052,( -490230)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),SANTOSH JURA,Naba Bharata Nirmana Seva Party,lost,3981,( -490301)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),PARUA EKKA,Jharkhand Party,lost,3033,( -491249)
Bharatiya Janata Party - BJP,240,240,Sundargarh(2),NOTA,None of the Above,,17801,( -476481)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),DHARMENDRA PRADHAN,Bharatiya Janata Party,won,592162,(+ 119836)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),PRANAB PRAKASH DAS,Biju Janata Dal,lost,472326,( -119836)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),NAGENDRA KUMAR PRADHAN,Indian National Congress,lost,89113,( -503049)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),SADANAND RANBIDA,Bahujan Samaj Party,lost,4795,( -587367)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),SRIRAM PANDEY,Independent,lost,4702,( -587460)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),SHUSHIL KUMAR BABU,Independent,lost,4303,( -587859)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),GNYANENDRA BEHERA,Independent,lost,3334,( -588828)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),lost,3157,( -589005)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),ATMA RAM SUPKAR,Independent,lost,2059,( -590103)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),PURUSHOTTAM PATRA,Kosal Janata Dal,lost,1735,( -590427)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,lost,1708,( -590454)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),SUBASH MOHAPATRA,National Jan Dal,lost,1693,( -590469)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,lost,1682,( -590480)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),KHAGESWAR BEHERA,Rashtriya Manav Party,lost,1495,( -590667)
Bharatiya Janata Party - BJP,240,240,Sambalpur(3),NOTA,None of the Above,,12483,( -579679)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),ANANTA NAYAK,Bharatiya Janata Party,won,573923,(+ 97042)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),DHANURJAYA SIDU,Biju Janata Dal,lost,476881,( -97042)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),BINOD BIHARI NAIK,Indian National Congress,lost,105278,( -468645)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),JOHN MIRAN MUNDA,Independent,lost,31736,( -542187)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),SAHEBA JUANGA,Manas Lokshakti Dal,lost,11043,( -562880)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),SUSHANT KUMAR NAIK,Independent,lost,9044,( -564879)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),LAMBODAR NAIK,Independent,lost,6778,( -567145)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),HARIHAR MUNDA,Socialist Unity Centre Of India (COMMUNIST),lost,6574,( -567349)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),RAGHUMANI NAIK,Independent,lost,4556,( -569367)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),RAM PRASAD HEMBRAM,Bahujan Samaj Party,lost,3895,( -570028)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),PITABASA NAIK,AJSU Party,lost,2144,( -571779)
Bharatiya Janata Party - BJP,240,240,Keonjhar(4),NOTA,None of the Above,,24763,( -549160)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),NABA CHARAN MAJHI,Bharatiya Janata Party,won,585971,(+ 219334)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),SUDAM MARNDI,Biju Janata Dal,lost,366637,( -219334)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),ANJANI SOREN,Jharkhand Mukti Morcha,lost,135399,( -450572)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),RABINDRA NATH SINGH,Independent,lost,9324,( -576647)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),ASHOK KUMAR SING,Independent,lost,8953,( -577018)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),JATIA SAWAYAN,Bahujan Samaj Party,lost,8502,( -577469)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),SANTILATA CHATTAR,Independent,lost,8477,( -577494)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),PITAMBAR NAIK,Socialist Unity Centre Of India (COMMUNIST),lost,8114,( -577857)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),ANTA ALOK BASKEY,AJSU Party,lost,5394,( -580577)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),BAJUN HANSDA,Independent,lost,5322,( -580649)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),KANHU CHARAN TUDU,Independent,lost,5138,( -580833)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),SUKANTA HEMBRAM,Bharatiya Nyay-Adhikar Raksha Party,lost,3656,( -582315)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),GURU  CHARAN HEMBRAM,Bharatheeya Jawan Kisan Party,lost,3210,( -582761)
Bharatiya Janata Party - BJP,240,240,Mayurbhanj(5),NOTA,None of the Above,,19953,( -566018)
Bharatiya Janata Party - BJP,240,240,Balasore(6),PRATAP CHANDRA SARANGI,Bharatiya Janata Party,won,563865,(+ 147156)
Bharatiya Janata Party - BJP,240,240,Balasore(6),LEKHASRI SAMANTSINGHAR,Biju Janata Dal,lost,416709,( -147156)
Bharatiya Janata Party - BJP,240,240,Balasore(6),SHRIKANTA JENA,Indian National Congress,lost,237007,( -326858)
Bharatiya Janata Party - BJP,240,240,Balasore(6),RAJAT KUMAR BEHERA,Bahujan Samaj Party,lost,2920,( -560945)
Bharatiya Janata Party - BJP,240,240,Balasore(6),GOBINDA CHANDRA BHOI,National Apni Party,lost,2640,( -561225)
Bharatiya Janata Party - BJP,240,240,Balasore(6),SURYAKANTA DASMOHAPATRA,Independent,lost,2161,( -561704)
Bharatiya Janata Party - BJP,240,240,Balasore(6),MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Independent,lost,1868,( -561997)
Bharatiya Janata Party - BJP,240,240,Balasore(6),PRAMOD KUMAR PATTAYAT,Independent,lost,1639,( -562226)
Bharatiya Janata Party - BJP,240,240,Balasore(6),BIREN PUHAN,Krupaa Party,lost,1452,( -562413)
Bharatiya Janata Party - BJP,240,240,Balasore(6),DEEPAK SANKAR THAKUR GIRI,Independent,lost,1194,( -562671)
Bharatiya Janata Party - BJP,240,240,Balasore(6),AKHIL KUMAR MOHANTA,Independent,lost,830,( -563035)
Bharatiya Janata Party - BJP,240,240,Balasore(6),NOTA,None of the Above,,7350,( -556515)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),AVIMANYU SETHI,Bharatiya Janata Party,won,573319,(+ 91544)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),MANJULATA MANDAL,Biju Janata Dal,lost,481775,( -91544)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),ANANTA PRASAD SETHI,Indian National Congress,lost,221874,( -351445)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),KIRTAN BIHARI MALIK,Socialist Unity Centre Of India (COMMUNIST),lost,4880,( -568439)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),ADV. ARJUN CHARAN MALLIK,Bahujan Samaj Party,lost,3604,( -569715)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),ANJAN DAS,Ambedkarite Party of India,lost,3517,( -569802)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),BASANTA KUMAR MAHALIK,Independent,lost,1530,( -571789)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),SARBESWAR BEHERA,Independent,lost,1400,( -571919)
Bharatiya Janata Party - BJP,240,240,Bhadrak(7),NOTA,None of the Above,,5478,( -567841)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,won,534239,(+ 1587)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),SARMISTHA SETHI,Biju Janata Dal,lost,532652,( -1587)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),ANCHAL DAS,Indian National Congress,lost,53145,( -481094)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (COMMUNIST),lost,18007,( -516232)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,lost,3218,( -531021)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),BHAIRABA PRASAD BEHERA,Independent,lost,2403,( -531836)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),SUMANTA MALIK,Independent,lost,2301,( -531938)
Bharatiya Janata Party - BJP,240,240,Jajpur(8),BIDYADHAR DALEI,Ambedkarite Party of India,lost,2172,( -532067)
